transaction_id,customer_id,product_name,quantity,unit_price,total_price,purchase_date,store_location,payment_method,is_returned
182,182,Potatoes - Yukon Gold 5 Oz,11,286.8,1759.56,1/29/2021,Suite 71,debit card,false
183,183,Huck White Towels,20,737.53,5822.41,12/26/2021,16th Floor,cash,false
184,184,Higashimaru Usukuchi Soy,61,524.47,2042.46,4/23/2021,Room 364,credit card,true
185,185,Pear - Asian,94,499.27,5211.06,11/4/2021,Room 721,debit card,true
186,186,Mountain Dew,31,464.61,3508.07,12/21/2021,PO Box 20963,debit card,false
187,187,Clam Nectar,94,863.35,1750.1,1/7/2021,11th Floor,credit card,false
188,188,Lettuce - Curly Endive,19,871.68,6750.53,12/25/2021,PO Box 42566,cash,false
189,189,"Beets - Candy Cane, Organic",60,643.33,7929.3,11/2/2021,Apt 1718,debit card,false
190,190,Chinese Foods - Chicken Wing,93,651.95,3592.76,5/9/2021,Room 687,debit card,false
191,191,Cake Slab,81,635.86,8400.38,5/22/2021,PO Box 924,debit card,false
192,192,Canada Dry,82,767.18,1539.52,1/30/2021,Apt 1681,debit card,false
193,193,Oil - Peanut,54,606.79,8807.68,11/6/2021,Apt 374,cash,true
194,194,"Salmon - Atlantic, Fresh, Whole",36,544.28,8321.53,8/28/2021,Suite 90,credit card,false
195,195,Bagelers - Cinn / Brown,33,774.26,6421.34,1/13/2021,Apt 1310,credit card,true
196,196,French Pastry - Mini Chocolate,87,768.88,1783.43,6/21/2021,Apt 1943,debit card,false
197,197,Tea - Black Currant,79,619.51,5961.25,4/27/2021,Suite 60,debit card,true
198,198,Wine - Casillero Del Diablo,1,385.44,4414.4,7/27/2021,Room 1259,cash,true
199,199,"Wine - White, Cooking",19,767.6,9741.22,1/10/2021,Room 1447,credit card,false
200,200,Muffin Puck Ww Carrot,44,627.62,6246.6,7/15/2021,Room 1753,cash,false
201,201,"Bread - Roll, Canadian Dinner",16,707.77,6635.11,1/13/2021,PO Box 47767,credit card,false
202,202,Zucchini - Yellow,37,804.54,3793.14,11/21/2021,Room 162,debit card,true
203,203,Wine - Two Oceans Sauvignon,12,907.94,8596.14,3/11/2021,Room 1991,credit card,false
204,204,"Crab - Dungeness, Whole, live",12,459.78,3034.04,1/18/2021,Apt 1864,cash,false
205,205,"Doilies - 8, Paper",72,742.61,410.38,3/27/2021,Room 1305,debit card,true
206,206,Bread - Rosemary Focaccia,93,833.75,8343.69,1/16/2021,PO Box 48239,debit card,false
207,207,Catfish - Fillets,53,870.85,3510.68,9/28/2021,PO Box 9456,debit card,false
208,208,Wine - Conde De Valdemar,72,664.76,9744.79,10/21/2021,PO Box 55415,cash,true
209,209,"Fish - Artic Char, Cold Smoked",51,854.17,2640.88,7/22/2021,Apt 1712,credit card,false
210,210,Pork - Hock And Feet Attached,51,470.69,906.3,5/26/2021,Room 38,debit card,true
211,211,Glaze - Apricot,38,405.8,7405.75,9/8/2021,Room 1946,debit card,true
212,212,Cookie - Oatmeal,8,367.76,9553.79,1/27/2021,Room 41,cash,false
213,213,"Soup - Knorr, Chicken Noodle",40,484.78,8327.98,2/13/2021,PO Box 71982,cash,false
214,214,Cheese - La Sauvagine,87,51.94,2253.69,4/24/2021,Room 1993,debit card,false
215,215,"Radish - Black, Winter, Organic",90,830.03,3247.07,5/9/2021,Apt 1105,credit card,true
216,216,"Sugar - Sweet N Low, Individual",44,27.25,3514.22,9/22/2021,7th Floor,debit card,true
217,217,"Iced Tea - Lemon, 460 Ml",15,242.42,7675.04,10/28/2021,Suite 82,credit card,false
218,218,Eel Fresh,96,917.6,7143.25,10/25/2021,13th Floor,cash,false
219,219,"Wine - Red, Wolf Blass, Yellow",20,683.38,2567.41,12/28/2021,7th Floor,credit card,true
220,220,"Salt - Rock, Course",24,727.11,8722.43,2/20/2021,6th Floor,cash,false
221,221,Pastrami,77,48.14,417.7,1/27/2021,8th Floor,credit card,false
222,222,Coffee Guatemala Dark,31,328.74,6121.45,4/12/2021,Apt 1388,debit card,true
223,223,Ice Cream - Turtles Stick Bar,73,865.9,75.88,7/12/2021,Apt 1449,debit card,false
224,224,Wine - Alsace Gewurztraminer,62,942.54,4842.1,4/17/2021,Apt 1380,credit card,true
225,225,Avocado,95,848.72,6574.95,10/27/2021,Apt 1879,cash,false
226,226,The Pop Shoppe - Grape,58,37.38,8551.0,9/12/2021,Room 73,debit card,false
227,227,Cheese - Ermite Bleu,83,48.46,8012.33,2/13/2021,Room 124,cash,true
228,228,Cucumber - English,48,787.15,6800.48,6/11/2021,Room 1122,debit card,true
229,229,"Chocolate - Semi Sweet, Calets",12,382.76,111.09,5/7/2021,Suite 68,cash,false
230,230,Buffalo - Tenderloin,21,868.22,5411.45,8/28/2021,Suite 98,credit card,false
231,231,Bagel - Plain,79,883.01,1134.0,1/11/2021,PO Box 13315,credit card,false
232,232,Pasta - Cheese / Spinach Bauletti,100,949.18,7799.89,9/28/2021,Suite 90,cash,true
233,233,Cookie Dough - Double,42,909.35,1533.29,4/25/2021,Room 1209,cash,false
234,234,Sausage - Chorizo,54,757.74,7001.42,8/15/2021,11th Floor,credit card,false
235,235,Ecolab Silver Fusion,41,739.16,4544.56,7/17/2021,Room 1784,cash,true
236,236,Mustard - Dijon,36,169.14,3447.82,9/18/2021,PO Box 88998,debit card,true
237,237,Munchies Honey Sweet Trail Mix,66,477.14,6376.82,9/19/2021,Suite 30,cash,false
238,238,Lettuce - Boston Bib - Organic,98,23.51,3017.86,7/9/2021,Room 343,debit card,false
239,239,"Salmon - Atlantic, Skin On",86,144.4,1706.15,2/18/2021,2nd Floor,credit card,true
240,240,Bacardi Breezer - Strawberry,55,604.7,8862.32,2/16/2021,Suite 99,debit card,false
241,241,Wine - Vovray Sec Domaine Huet,90,195.94,2205.23,9/3/2021,PO Box 8898,debit card,true
242,242,"Chicken - Base, Ultimate",21,438.18,2737.86,1/24/2021,Apt 1954,credit card,false
243,243,Mangoes,25,102.57,432.35,5/23/2021,Room 335,debit card,false
244,244,Bandage - Finger Cots,83,783.33,1633.18,11/25/2021,Apt 288,cash,true
245,245,Beer - Mill St Organic,79,813.09,7455.46,8/15/2021,PO Box 56806,debit card,false
246,246,Bread - Dark Rye,70,849.65,4944.87,7/4/2021,Apt 1150,credit card,true
247,247,Muffin Carrot - Individual,11,742.83,2991.59,8/3/2021,Room 398,debit card,true
248,248,"Artichoke - Hearts, Canned",74,376.36,8582.89,3/11/2021,Suite 2,cash,true
249,249,"Bread - Pullman, Sliced",4,698.09,5143.7,8/25/2021,Room 320,credit card,true
250,250,Apple - Granny Smith,91,577.01,549.77,1/29/2021,14th Floor,debit card,false
251,251,Bread Roll Foccacia,76,772.57,5558.22,4/4/2021,17th Floor,credit card,false
252,252,"Sparkling Wine - Rose, Freixenet",89,156.96,6648.06,12/7/2021,PO Box 75749,cash,true
253,253,Venison - Liver,75,430.04,2354.13,1/25/2021,Suite 64,credit card,false
254,254,Cookie Dough - Double,32,452.43,5101.97,10/13/2021,Suite 64,debit card,true
255,255,Carbonated Water - Orange,86,16.79,3647.58,5/17/2021,Apt 804,cash,true
256,256,Potatoes - Idaho 100 Count,29,701.71,6412.78,11/15/2021,Apt 731,credit card,true
257,257,Dc Hikiage Hira Huba,97,384.99,9482.24,4/23/2021,Apt 1006,credit card,true
258,258,Bread - Hot Dog Buns,9,697.57,1312.82,2/28/2021,Apt 807,cash,true
259,259,Wine - Rioja Campo Viejo,40,544.38,7255.5,1/24/2021,PO Box 54892,credit card,false
260,260,Parasol Pick Stir Stick,37,50.43,4160.83,2/20/2021,PO Box 57620,credit card,false
261,261,Pastry - Mini French Pastries,27,702.76,5900.84,11/17/2021,17th Floor,debit card,false
262,262,Carbonated Water - Blackberry,47,335.49,9963.13,4/25/2021,Suite 47,credit card,false
263,263,Vinegar - Red Wine,67,915.52,2938.72,1/5/2021,16th Floor,credit card,true
264,264,Pork - Back Ribs,32,488.02,4185.55,12/4/2021,Apt 609,debit card,true
265,265,Clams - Bay,47,106.73,4566.41,9/11/2021,Room 1212,debit card,true
266,266,"Orange - Canned, Mandarin",84,549.43,468.72,9/21/2021,PO Box 25761,debit card,true
267,267,Cornstarch,15,647.05,7546.55,12/12/2021,16th Floor,cash,false
268,268,"Doilies - 10, Paper",83,738.42,2664.25,10/11/2021,Apt 500,debit card,false
269,269,Muffin - Blueberry Individual,80,366.49,673.79,11/16/2021,Room 1252,credit card,false
270,270,Ginger - Pickled,59,615.37,2287.84,11/27/2021,PO Box 84933,credit card,false
271,271,Appetizer - Smoked Salmon / Dill,82,899.07,6213.17,3/21/2021,PO Box 34956,cash,false
272,272,Browning Caramel Glace,14,971.83,2335.79,4/18/2021,Apt 1754,credit card,true
273,273,Apricots - Halves,52,155.05,7854.75,3/18/2021,PO Box 94590,cash,false
274,274,Dc - Frozen Momji,21,209.52,6085.47,5/6/2021,Room 1609,cash,false
275,275,"Wine - Red, Black Opal Shiraz",74,757.83,4110.79,11/24/2021,Apt 1658,cash,false
276,276,"Carrots - Purple, Organic",7,811.69,7407.63,5/19/2021,Room 1202,cash,true
277,277,Lettuce - Iceberg,95,138.83,8844.21,9/4/2021,Room 1054,debit card,false
278,278,Cocoa Feuilletine,49,367.8,3710.47,12/20/2021,Suite 50,debit card,true
279,279,Clam Nectar,70,802.56,2041.51,8/18/2021,Room 756,debit card,false
280,280,V8 - Tropical Blend,35,231.22,7063.53,5/30/2021,PO Box 471,credit card,false
281,281,Vinegar - Tarragon,69,860.36,3349.49,1/9/2021,Room 1308,credit card,false
282,282,Mcgillicuddy Vanilla Schnap,32,40.36,5491.66,12/24/2021,Room 902,debit card,true
283,283,Chef Hat 20cm,34,755.81,5060.36,2/15/2021,Room 1847,cash,true
284,284,Soup Campbells Beef With Veg,40,512.76,5321.73,7/1/2021,Room 125,credit card,false
285,285,Sword Pick Asst,3,803.63,9181.71,8/10/2021,Suite 24,credit card,false
286,286,"Mushroom - Trumpet, Dry",15,140.73,6989.88,7/5/2021,Apt 502,credit card,true
287,287,Bread - Pita,89,41.48,4963.06,11/28/2021,PO Box 56094,credit card,true
288,288,Bag - Clear 7 Lb,54,795.21,6664.63,7/17/2021,Suite 62,cash,true
289,289,Sprouts - Bean,17,150.57,1832.59,1/25/2021,Apt 446,credit card,true
290,290,"Mushroom - Enoki, Dry",13,317.28,6535.76,1/27/2021,PO Box 24478,cash,true
291,291,Chicken Breast Wing On,93,939.44,7858.93,2/20/2021,PO Box 83357,credit card,true
292,292,Truffle Cups Green,18,302.5,3419.88,1/16/2021,8th Floor,cash,false
293,293,Wine - Acient Coast Caberne,32,449.3,4377.96,8/31/2021,PO Box 84464,debit card,true
